id,text,target
1274,i feel that tenure protects a lot of teachers that r innocent,2
1275,i always feel i always understand that the people who are being the most hateful and harmful towards me are hurting themselves and taught wrongly and i hurt for them because i want to go back and undo the pain and childhood bigotry that binds their lives into this path,0
1276,i did wake up this morning feeling more like myself so after days of sloth i was keen to get geared up and head to higher altitudes,2
1277,i feel like the character precious,2
1278,i feel in love with the weight watchers program and was faithful to count my points,3
1279,i feel like one of those girls in school that i hated because their outfits were perfect everyday because they went shopping once a week,5
1280,i fought i could feel myself trusting this man who was so patient and had a cool confidence more and more,2
1281,i feel like my very essence is no more and work has drained my soul hopefully soon i will find my escape from work into a better path as i seem to be stuck only the cliquey get to move on and i do not want to roll like that,5
1282,i feel surprised because i didnt expect it,4
1283,i feel tortured by something,0
1284,i feel suffocated yet charmed my brain pauses logic,2
1285,i was feeling groggy and super tired during most of the fall we ended up staying home for thanksgiving instead of making the hour trip to see jimmys family,5
1286,i had coped for barely twenty four hours before i was feeling wrung out and distraught,1
1287,i feel that the father wants to tell you that he is pleased with you,2
1288,i uploaded and put the link to in my previous post is only good for six more days or until i feel gracious enough to upload it again,2
1289,im pretty sure it had to do with the fact that im dealing with hyperemesis not enough sleep and feeling irritable,0
1290,i wanted to feel assured,2
1291,i feel like copying the handsome boy say yay so fun,2
1292,i am sorry that you feel i deserve to be blamed for the friends i pick all of which are better then some of the friends i could be hanging out with getting high and drunk while underage,5
1293,i feel that it is dangerous to portray angels as walking the earth and intermarrying with humans,0
1294,i am feeling a bit nostalgic so decided to take a tour through my memory lane,3
1295,i feel excited about something that is soley for me here is the video about it,2
1296,i feel like i m a doomed gladiator in a stadium constructed of cardboard and copies of romeo and juliet and the outsiders are screaming for my blood,5
1297,i think she just rolled out i guess she s over it already i m kinda feeling that but no one has performed yet and word on the street is there is supposed to be a surprised performance by lil wayne nikki minaj and drake that would be dope,4
1298,i feel a tender compassion glancing at her huge and heavy rucksack,3
1299,i feel romantic and passionate toward my partner,3
1300,i hated the day job and after a few months of feeling like i was being cosmically punished for doing a good deed i was getting ready to quit when i met the woman that would become my wife,5
